Смерти/д.н.,ср. кол-во рака в г.,ср. кол-во смертей в г.,ср. кол-во диагнозов/д.н.,медиан. доход,Население графства,% бедности,кол-во исслед./д.н. в округе,ср. возраст в округе,ср. возраст м. в округе,ср. возраст ж. в округе,ср. размер дом-ва,% женатых,% 18-24 без 11 классов,% 18-24 оконч. 11 классов,% 18-24 оконч. бакалавр,% >25 оконч. 11 классов,% >25 оконч. бакалавр,% >16 работают,% >16 не работают,% с частной мед. страховкой,% с гос. мед. страховкой,% раса белые,% раса черн.,% раса азиаты,% раса другие,отн. кол-ва детей к женщинам
168.7,105,45,420.9,44026,17495,13.5,0,44.1,42.7,45.5,2.29,59,11.3,37.5,3.8,41,10.7,58.8,4.8,68.9,38.6,96.4443,0.7269,0.3832,0.9467,7.1056
186.8,819,344,455,51237,161448,14.9,12.3878896,38.9,37.7,40.2,2.47,50.2,12.7,42.1,5.8,36.8,13.4,60.1,8.5,69.7,35.4,90.1155,3.4916,1.151,1.1859,6.1253
195.2,102,45,484.9,39999,14124,16.9,708.0147267,47.5,46.7,48.3,2.27,55.5,22.6,42,3.5,43.2,10.1,55.2,5.9,60.6,46.4,96.8587,0.9821,0.3761,0.3622,4.3998
163.8,249,125,315.2,75920,87513,4.9,399.9405803,37.6,37.2,37.9,2.63,59.5,14.1,31.7,14,27.7,22.8,69.6,4.6,81.8,23,96.1471,0.735,1.0288,0.137,6.4016
176.8,316,141,420.9,50243,63642,11.9,0,40.9,38.3,43.3,2.45,53.8,17.2,37.1,9.3,36.6,15.3,64.9,5.5,71.9,34.4,95.2518,0.535,0.6715,0.6128,4.9925
208.5,123,55,483.8,40701,16376,17,0,49.3,49.1,49.6,2.19,57,29.4,36.5,4,34.5,14.6,,9.8,57.9,48.4,78.22,0.6916,0.4307,0.5885,4.2723
168,257,101,457.1,47841,41304,11.2,0,44.3,43.6,45.2,2.41,55.5,12.7,47,3.6,45.3,10.5,60.5,5.4,68.9,35.5,89.4137,0.2887,0.4595,0.2959,4.1144
166.9,659,238,481.7,55335,115569,9.1,597.0459206,41.3,40.1,42.6,2.4,55.6,13.7,37,9.6,36.7,16.1,64.3,5.8,76.8,30.2,90.1897,1.4268,5.077,1.1161,5.0126
161.1,162,61,452,50266,29550,12.2,0,40.7,40.4,41,2.45,54.8,17,38.2,8.6,38.8,13.2,65.9,3.6,74.6,30.7,93.4755,0.4658,0.5508,4.2262,4.8726
168,160,70,415.9,46943,30506,18,0,42.3,41.8,42.9,2.54,58.6,25.6,40.4,2.2,38.1,13.5,57.8,4,63.6,33.2,97.2919,0.502,0.4855,0.677,7.4672
177,218,72,572.8,41211,21387,14.8,187.0295039,52.6,52.1,53.1,1.99,59.8,14.9,28.3,6.8,31.4,16.7,49.3,8,65.6,50.4,86.5699,0.398,0.5151,0.3559,4.6933
185.6,560,217,492.4,52852,102804,13.7,165.3632154,38.9,37.4,39.9,2.53,51.5,8.6,31,6.1,31.8,17.3,62.9,7.2,73.3,30.9,93.5209,1.0122,0.887,2.2943,4.7979
209.5,116,55,472.2,42079,15552,13.4,0,49.2,49.1,49.4,2.16,59.3,13.6,51.1,6.3,38.8,14.1,52.9,6.6,64.8,45.3,95.535,0.535,0.5414,0.2994,5.4526
153,707,237,467.5,69346,133674,5.9,44.88531801,42.1,40.8,43,0.0249,60.5,12,36.9,8.3,30,20.9,68.5,4.5,82.8,25.2,95.787,1.036,0.9938,0.4108,5.2257
155.3,2221,750,474.7,76584,396488,5.8,534.6946188,42.8,41.5,43.9,2.51,59.7,11,29.4,15.1,24.3,27.5,66.3,4.2,84.6,23.7,92.881,1.423,2.9609,0.9815,4.3347
189.4,333,147,472.2,52850,51945,10.4,0,44.4,43.5,45.3,2.35,55.5,14.7,47.1,5.2,43.7,12.6,60.7,5.7,73.5,33.4,96.9113,0.4412,0.447,0.6273,5.9731
181.1,158,70,432.3,46835,24033,13.9,0,47.9,46.8,49.2,2.39,56,29.6,39.1,4.2,42.3,9.8,51.6,7.2,67,41.8,94.4287,1.8379,0.3659,1.398,4.3799
172.9,891,332,483.9,52711,169546,12.1,176.9431305,37.7,37.1,38.5,2.33,48.7,7.4,28.2,7.1,34,18.8,62.7,4.7,76.3,29.3,92.5446,2.0414,2.426,0.7668,4.9289
156.6,442,165,452.9,51003,73435,11.3,2178.797576,43.4,42.1,44.8,2.3,55.3,12.2,39.4,10.1,39.2,12.9,61.2,6.6,72.8,37.5,94.9968,0.5323,1.9916,0.6148,4.9896
128.4,114,36,397.6,42838,37956,24,0,26.6,26.1,27,2.26,39.8,1.4,14.7,9.9,17,27.7,64.5,4.7,79.8,19,89.4876,1.2804,3.0693,2.6115,4.0749
159.8,63,27,416.6,50437,12022,10.7,0,41.2,41.5,40.6,2.59,56.2,21.7,37.4,0.1,31.3,14.5,56.9,4.4,65.3,32.3,95.0399,0.0588,0.4792,1.2694,6.6724
215.9,146,58,436.5,79358,49220,7.1,0,32.7,32.4,32.9,2.71,56.6,18.3,37.6,5.8,34.4,14.7,73.6,4,77,16.1,93.5726,0.7915,0.6352,1.9703,5.1967
151.5,77,26,426.1,58225,15559,12.3,64.27148274,39,38.2,39.8,2.44,53.2,17.6,41.6,6.6,35.6,13.6,63.5,4.3,71.2,27.1,91.5941,1.4105,0.216,1.8553,5.625
196.6,67,30,434.9,63166,14236,9.3,0,40.3,38.9,41.6,2.47,58.9,12.4,48.4,3.7,38,12.4,66.4,5.1,74.1,28.8,95.1067,0.1418,0.9219,0.7446,9.9668
152.2,28,15,280.9,59701,7444,8.4,0,43.4,42.6,44.8,2.43,67.4,19.9,41.2,0.8,34.7,12.8,65,4.1,73.1,29.5,98.9348,0.1937,0.1245,0.2628,5.3333
169,191,81,409.3,48624,40315,14,0,38.2,37.1,39.4,2.61,49.6,21.6,31.2,4.4,31.7,14.6,59.2,7.8,59,34,73.8511,0.4834,0.5962,1.3765,6.7517
159.5,72,31,392.1,45721,13383,14.3,0,42.9,41.6,44.7,2.35,52.9,13.3,39.2,1.8,29.9,14.1,55,6.8,67.1,37.8,91.9226,0.3618,0.2437,4.2823,7.3729
163,37,13,484.2,44427,4741,10.9,0,49.6,48.1,50.1,2.15,55.9,15.7,7.1,4.5,30.8,13.1,59.2,3.3,65.1,40.7,96.465,0.2495,0.3327,0.5199,11.2038
147.8,49,19,412.7,51434,8585,9.7,0,44.6,42.9,45.8,2.34,54.1,29.1,44.1,3.4,36.1,16.5,63.8,3.6,76.9,30.5,97.3605,0.0465,0,1.8023,6.8197
156.1,435,159,438.5,57192,97121,10.8,175.0393839,36.7,35.2,38.2,2.51,53.3,13.6,36,6.4,26.3,17.8,61.3,5,74.6,27.8,87.8593,2.91,1.1652,3.984,5.0537
143.3,73,27,365.9,63575,18722,9,0,38.1,37.6,39.1,2.68,61.4,14,55.2,5.1,31.5,15.7,63,6.4,77.6,24.9,96.5385,0.1474,0.4149,0.5405,6.3943
168.2,367,139,451,57427,82178,10.4,462.4108642,36,35.4,37.1,2.44,50.6,17.3,33,5.4,27.5,14.5,65.7,5.1,69.6,26.8,92.551,1.1148,0.9474,1.2611,5.3405
180.6,16,7,436.8,45251,2542,14.7,0,43,41.4,44.3,2.15,55.4,22.6,40,3,28.1,17.5,,1.6,67.9,34.7,93.2035,0.2782,0.6359,0.7552,6.0423
152,158,61,411.3,55354,29228,10.8,1402.764472,43.6,42.3,44.6,2.38,56.3,12.4,29.1,5.3,28.5,17.5,64.5,3.8,71.4,30.5,94.7801,0.8142,0.6003,1.2869,5.7014
141.5,54,20,416.9,49713,8812,13,0,47.9,46.2,49.6,2.3,55,7.1,52.4,0,30.8,14.7,57.3,2.4,62.6,37,94.2514,0.0343,0.4343,2.3314,9.7087
168.7,173,65,458.1,54716,30009,9.9,1499.550135,42.2,42,42.5,2.28,56.9,5.5,37.1,7.2,27.2,19.3,60.2,3.4,73.9,29.3,93.6714,0.8104,0.7633,1.6881,4.3124
126.9,33,11,352,77222,9899,6.8,0,38.1,36.9,39.8,2.74,62.1,30.2,21.3,6.6,35.2,17,69.7,5.4,76.1,18.2,95.6904,0,0.5239,0.1186,5.1481
141.1,155,49,403.5,72604,44626,9.8,0,33.6,33.9,33.4,2.64,55.2,16.9,35.5,4,35.4,13.8,68.4,5.4,74.2,21.9,92.1335,0.8666,0.8577,1.6841,8.9298
136.9,83,23,402.7,75348,23125,7.7,0,38,38.2,37.9,2.63,47.7,7.4,25.2,26.7,17.9,37.8,76.5,2.6,77,14.4,93.1603,0.3227,1.9004,2.7834,1.7452
132.8,68,24,359.3,56800,20822,10,0,34.6,33.2,35.8,2.76,56.5,18.4,38.6,0.4,36.2,13.9,65.8,4.4,71,24.4,94.2332,0.1959,0.1194,1.5385,6.9184
182.3,50,21,448,50802,8328,12.6,0,43.4,43.7,43.1,2.34,56,34.2,52.3,0.2,29.3,15,58.7,6.8,66.8,32.2,91.2381,0.6786,0.1667,4.1429,5.3704
182.6,37,17,397.1,55520,7234,13.2,0,42.1,42,42.7,2.27,58,16.5,46.1,4.6,32.2,12.9,57.7,5.2,73.4,29.4,94.7287,0.2097,0.5313,0.0699,17.401
178.3,266,99,475,54366,55347,13.1,0,37.7,36.7,38.4,2.68,54.8,19.1,38.8,5.4,33.5,13.5,,7.6,73.1,30,77.3999,18.6795,0.967,0.9254,5.8721
174.3,1072,424,454.6,49626,203709,13,14.72688983,42.2,40.9,43.3,2.6,53.8,17.7,33.4,8.6,28.8,19.3,55,7.5,67.6,33.7,86.4315,9.6017,0.6698,0.9584,5.3815
195.9,220,98,445.2,41450,43943,18.1,22.75675307,38.8,37.6,39.6,2.68,54.4,13.5,41.9,3.6,39.2,9.1,52.1,9.1,60.8,35.1,84.0457,10.3334,0.2875,4.1192,5.9536
201.7,116,51,468.1,36409,18433,20.4,0,41.4,40.5,41.7,2.39,49.8,20.3,39.8,6.4,42.5,8.3,54.3,8.3,52,47.3,72.3827,25.6847,0.4485,0.2242,7.1288
212.3,119,60,430.8,36176,20838,22.7,0,41.4,40.2,42.1,2.52,53,16,35.9,3.6,41.4,9,46.7,11.8,48.7,48.5,70.8324,25.988,0.0565,2.1763,5.1806
194.7,370,156,490.9,37873,41053,14.9,0,51.5,50.2,52.4,2.23,57.5,17.6,42.1,1.3,35.6,13.1,44,7.6,60.3,51.1,96.7519,0.3289,0.5044,0.519,4.6743
198.2,210,102,426.3,39779,37222,16.9,0,41.4,40.4,42.7,2.45,57.7,10.6,34.4,4.3,35.9,9.3,51.6,8.4,59.2,43.5,96.5401,0.3546,0.4567,0.043,9.0358
214,68,33,456.2,32734,11094,27.4,0,40.6,38.2,43.6,2.39,51.6,25.1,32.8,9.2,42.1,9.2,47.5,9.4,46.5,49.3,60.5925,28.9577,0,9.0755,5.1419
202.4,27,15,364.5,39493,5229,18,0,44.9,40.7,47,2.4,55.7,9.4,49.3,3.9,49.3,7.3,51.4,7.2,57.1,41.8,76.3966,22.1735,0.2097,0.0572,3.1015
167.6,146,66,380.4,36964,27704,17.9,0,44.2,43.7,44.9,2.49,56.1,23,45.9,4.2,35,10.5,51.9,6.2,54.4,43.8,94.3622,0.5645,0.3836,0.9336,6.3455
170.4,104,46,401.9,38504,22633,21.5,0,34,32.6,35.6,2.28,43.1,4.9,13,5.8,33.6,14.1,51.8,8.4,65.3,35.9,73.3374,23.9154,0.8351,0.4923,3.6977
228.7,98,54,433.2,33826,15109,19.9,0,43.8,42.8,45.5,2.31,52.3,18.4,48.9,1.8,43.8,7.5,50.2,9.5,53.8,46.8,96.3701,0.3636,0.0909,1.2857,8.8117
188.5,189,83,460.8,40555,25467,15.2,0,47.1,46.1,48.8,2.5,57,15.9,47.6,3.8,39.2,10.6,45.5,10.2,58.6,44.1,97.2035,0.5173,0.28,0.2606,4.1016
163.4,51,18,462.3,43201,8311,16.6,0,42.4,41.6,42.9,2.53,58.2,21.1,27.2,2.5,44.8,10.8,47.8,9.7,59.5,42.3,86.7098,10.9871,0.1058,0.1763,3.5332
210,120,62,414.9,37495,24114,24.1,0,36,33.7,37.6,2.37,47.2,10.9,19.9,7.3,38.2,13.3,53.3,10.1,60.5,38.8,60.0485,35.5942,0.7029,1.6237,6.7764
191,374,187,387.1,42851,104354,22.3,402.4761868,33.5,32.2,35.1,2.52,48.5,7.8,26.9,10.7,32.8,16.1,57.6,7.5,58.2,37.8,81.332,13.6674,1.2336,1.0591,5.0524
195.3,296,134,439.8,43466,61703,16.6,0,38.8,37.9,39.8,2.58,58,15.7,46,1.6,38.7,10.1,52.5,7.9,57.4,38.5,90.939,1.132,1.6535,1.1968,5.9754
242.9,190,117,389.9,35455,48963,27.3,0,34.6,33.4,35.4,2.67,40.3,17,39.7,4,36.3,11.7,54.6,9.9,52,42.1,45.5682,50.851,0.631,0.8178,7.9472
230.9,93,51,433.4,38597,17284,22.3,0,40.1,38.5,41.8,2.49,53,16.4,55.1,6.8,45.8,9.1,52,8.6,54.2,42.9,74.8726,23.0263,0.6183,0.2233,3.7886
250,53,28,472.7,34018,7604,21,0,43.4,41.4,45.3,2.26,52.3,22.1,43.5,0.6,50.5,9.4,48.6,8.3,55.1,44.5,55.427,41.2176,2.2496,0.6863,1.7042
194,146,63,453.8,36620,24675,24.9,0,41.1,40,42.3,2.57,45.5,23.5,55.9,1.1,43.9,8.4,40.5,19.4,56,43.2,53.558,45.2573,0.359,0.0957,2.5706
186.9,73,31,455.6,33028,11965,27.3,0,39.4,39.5,39.3,2.33,44.2,21.4,45.8,0.5,40.4,7.5,45.2,17.7,44,52.5,49.8829,48.0572,0.0565,0.8078,5.6219
190.6,98,42,455.8,36801,18778,24,0,37.5,34.1,39.3,2.43,50.7,4.8,25,7.7,35.5,13.6,48.7,14.3,54,40.6,68.095,28.7887,0.2668,1.6596,4.3507
174,455,173,449,51436,121552,14.7,0,31.6,31.1,32.1,2.65,49,8.7,23.8,10.9,30.6,18,61,6.6,69,29,84.0963,11.3019,1.2711,1.0457,4.772
201.6,92,48,396.3,40404,17702,17.5,0,40.4,39.2,41.6,2.58,55.1,20.6,40.6,1.4,40.4,8,46.7,11,55.8,42.9,94.8114,0.9123,0.2911,0.1063,7.5742
175,78,35,394.1,33347,12204,22.6,0,48,46.4,48.7,2.27,62.2,19.8,42.9,1,43,7.3,44.9,7.6,55.7,48.6,96.965,0.1227,1.5052,0,8.0963
196.4,665,292,464.4,40621,97177,18.7,421.9105344,44.1,42.4,45.6,2.35,50.9,17.1,34.8,4.5,32.2,13.2,50.2,9.2,56.3,44.6,85.2569,8.3493,0.6312,3.0334,3.9432
190.5,106,39,502.9,46067,18102,13.3,0,39.6,39.2,40.4,2.61,57.9,12.1,42.9,3.6,43.1,11.4,52.7,9.4,67.7,35.9,93.8241,3.7997,0.5428,0.3766,5.5394
194.5,197,94,414.1,42572,44196,16.3,0,38.3,37.1,39.5,2.56,53.1,20.5,40.2,3.5,43.1,10.2,52,9,58.7,41.1,96.2219,0.9174,0.1337,0.786,5.7317
185,102,50,380.6,33136,22084,24.4,0,39.1,37.6,39.8,2.81,45.3,26.3,38.3,4.6,38,7.7,51,7.9,48.2,44.6,65.4191,29.8173,0.0269,2.0013,6.2083
200.3,174,83,422.1,37831,33426,18.7,0,40.9,38.8,42.5,2.59,52.7,13.9,38.1,2.9,42.1,8.5,49.5,7.6,58.1,43.2,85.8056,11.6551,0.1501,0.2521,3.9065
190.8,87,36,477.4,35940,13555,19.5,0,43.8,43.2,45.1,2.45,52.3,18.9,40,3.4,36.3,5.8,47.4,9.4,60.3,42.5,81.7389,14.501,0,1.4183,5.2451
220.6,71,37,434.6,37336,13300,18.8,0,38.6,38.2,39.3,2.65,48,22.5,21.7,5.4,33.5,9.5,54.2,8.5,51.6,42.4,67.6651,21.8001,0.0221,9.111,5.6937
170.1,196,77,438.6,41085,37052,18.6,0,38.7,37.5,40.3,2.52,53.2,11.8,30.9,5.3,38.9,10.4,52.5,6.9,57.6,40.3,94.4063,2.054,0.8687,0.4952,4.4042
184.1,93,42,420,32744,13445,22,0,48.1,45.9,50.4,2.28,56.7,21.5,36.5,0.2,40,8.1,40.8,10,53.1,49.3,96.9659,1.2018,0.2151,0.4006,4.8122
233,119,52,532.1,32427,17338,25.1,0,41,40.2,42.1,2.25,41.5,19.2,45.2,5.2,45.3,6.1,38.6,7.9,49.5,48.8,79.5874,17.3382,0.2159,0.6365,5.671
204.1,435,175,502.1,35927,71565,26.8,27.94662195,38.5,36.3,40.4,2.41,40,13,33.2,3.6,38.7,11.5,48.3,11.2,56.5,44.2,41.5008,55.5841,0.8076,0.6975,4.8069
176.9,116,52,395.3,34923,26141,19.7,0,38.1,36.9,39,2.5,54.6,17.2,38.5,3.6,41.1,11.5,51.1,6.2,57.9,39.6,91.8936,1.9167,0.9796,2.2098,8.5621
195.2,39,22,364.1,32225,6996,27.5,0,45,43.3,46.4,2.52,41.5,15.4,44.4,6.5,43.3,9.4,42.7,12.5,49.6,48,60.8803,38.1981,0.2476,0.0413,3.5169
213.5,102,51,442.5,34916,16779,23,59.59830741,41.1,38.9,42.9,2.45,48.9,14.1,26,4,42.7,8.3,47.9,6.9,50.9,47.1,97.2987,0.8985,0.0763,0.0352,5.8419
217.6,50,29,382.4,28006,9650,39.3,0,40.6,37.9,44.7,2.34,34.4,13.9,44.4,0,39.5,5.5,35.2,17.3,39.9,53.7,42.7253,56.4118,0.0401,0.4917,12.3602
194.4,61,29,402.4,37644,13820,29,0,37.5,36.3,41.3,2.43,37.2,29.3,47.9,2.8,48,6.5,31.2,14.2,50.4,46.4,66.5695,31.0695,0,1.4792,8.0229
196,85,38,460.7,40418,15018,17,0,41.3,41,41.5,2.57,56.7,18.7,42.1,6.9,38.3,6.9,51.1,8.3,59.9,40.4,93.9741,2.9463,0.3533,0.5666,4.222
205.5,68,36,392.5,37691,12472,18.2,0,41.7,38.5,43.1,2.39,49.1,9.5,37.5,10.6,40.6,7.1,47.3,8.8,58.8,42,73.7657,20.6918,0,2.6258,2.6574
221.2,125,66,424.7,36391,21714,21.1,0,42.8,42.4,43.8,2.48,50.7,13.8,41.7,3.3,43.7,9.9,49.4,8.1,57.1,44.7,93.1639,1.8499,1.9863,0.4818,8.7996
204.9,331,135,492.3,54459,71645,12.3,125.6193733,35.5,34.2,36.5,2.7,58.3,12.4,37.9,5.6,34,13.7,59.5,5.9,68.8,32.9,89.3254,6.0856,0.6465,1.4599,7.0283
195.3,77,39,393.4,39158,15767,18,0,41.8,40.9,42.6,2.46,62.2,13.9,45.7,1.8,46,7.1,53.9,7.3,56.4,38.7,94.8669,0.4649,0.6178,0.7133,3.2344
212.3,206,104,423.4,40877,43908,20.8,0,37.8,36.3,40.2,2.5,45.7,18.1,38.2,1.6,39.3,10,53.9,9.6,55.4,39.9,71.4125,24.9175,0.1145,0.7743,7.4034
236.4,194,112,403.3,33577,43738,27.1,0,35.6,34,37.1,2.57,45.8,19.8,40.8,3.1,36.6,8.2,50.3,12,49.5,45.2,61.7288,34.6447,0.2965,1.6338,7.3726
229.9,61,28,515.3,30682,7399,28.1,0,45.2,43.7,46.9,2.27,42.7,26.4,37.1,2.1,41.2,7.7,44.9,12.8,42.4,56,55.9186,40.6846,0.5445,1.1669,9.7819
146.2,58,24,400.3,34597,8970,20.1,0,48.5,47.7,49.1,2.33,59.8,15.2,45.2,0.4,37.6,7.9,47.8,4.3,48.6,47,94.4221,0.7394,0.6633,0.4567,4.1522
210.7,48,25,407.9,30935,8558,25.1,0,41.8,39.1,44.5,2.48,52.5,18.7,56.4,0,42.8,10,,9.5,48.4,47.1,67.1898,30.7631,1.2851,0,5.0913
173.3,250,102,430.4,46931,51211,16.8,0,38.8,37.6,39.7,2.62,51,19.9,29.3,8.2,29.5,15.2,52.1,7.1,68.1,36.3,76.7766,17.3512,1.2322,0.7822,4.8848
203.6,48,24,397.4,35895,7913,20.1,0,47.7,46.7,49.1,0.0242,56.7,2.1,42.2,0,42.4,9.7,48.7,4.4,51.8,48.8,95.3676,0,0.4595,0,3.5357
198.5,148,69,426.8,34971,24358,23,0,42.7,41.6,43.6,2.34,48.2,14.6,43.6,3.3,43.2,10.2,52.1,8.3,57.3,46.1,57.1514,40.1853,0.1557,0.1877,6.0416
209.9,65,29,484.6,40556,10189,17.3,0,43.1,41.8,44.6,2.62,54.3,14.1,30.7,2.3,42.1,6.9,50.7,6.8,60.2,43.3,93.6796,2.0777,0.0874,1.6505,2.8505
248.7,110,62,438.5,28171,19513,35.3,0,37.8,35.1,39.6,2.48,35.7,27.8,23.4,6.6,31.7,7.2,45,18.1,39.3,53.1,36.7417,61.5222,0.1177,0.0687,6.8311
184.3,58,27,401.8,36893,10824,20,0,41.4,41.2,41.7,2.5,56.9,18.5,40.4,4.5,35.6,8.4,51,6.6,48.7,46.5,89.2847,3.1388,0.4961,5.069,8.5223
247.1,145,76,480.5,35851,24040,21.9,0,40.2,38.7,41.9,2.57,47.9,21.9,35.2,3.1,42.6,6.1,47.6,10,43.7,51.3,89.3474,8.2693,0.0289,0.7187,7.9485
187.2,116,57,396.4,33127,20216,22,0,43.1,42.4,44.8,2.56,51.3,19.2,39.5,0.8,39,7.8,46.3,9,47.1,52.7,92.747,0.2062,0.4272,2.1754,6.7164
207.1,313,138,475.7,39909,63390,18.3,0,35.2,34.2,36.5,2.62,51.5,10.4,25.2,5.7,33.2,13.4,54.8,7.6,61.3,36.2,91.0393,3.1657,0.7194,1.6664,5.1671
196.7,55,25,449.5,39896,8291,18.7,0,45.4,44.9,46.7,2.16,56.5,26.5,30.9,6.2,41.8,7.2,50.9,6.2,51.7,47.1,86.1224,12.3185,0.119,0.3809,7.0175
182.7,1908,739,472.3,45698,392664,16.1,644.3167696,36.4,34.8,37.9,2.49,43.5,13,31,11.5,27,20.7,,7.5,64.2,33.7,58.6266,35.7015,2.0885,1.1128,5.1166
190.5,317,140,443.3,43057,54354,16.7,202.37701,42.2,40.7,43.7,2.43,51.1,20.8,31.3,3.5,34.5,11.3,48.2,9,67.2,37.5,79.5515,15.572,0.3269,1.2618,3.6739
212.5,103,54,425.6,37761,17469,18.3,0,42.9,40.3,44.5,2.36,56.4,13.3,42.8,0.9,39.3,8.7,47.7,5.4,51.3,47.1,96.547,0.6951,0.0283,0.5312,7.2708
202.9,113,59,375.9,30489,26589,33.4,0,37.5,36.6,39.6,2.51,37.4,20.7,31.3,2.7,39.7,7.1,42.4,11.7,45.2,48.4,43.4412,51.8742,0.2889,2.0625,6.9061
169,590,218,461.3,55915,117460,8.7,187.2978035,38.7,38.2,39.3,2.66,55.6,16.4,31.2,6.9,33.9,15.4,59.6,5.3,70,33.8,90.4131,5.8322,0.9549,0.5236,5.1297
207.4,60,30,410,33202,10513,23.7,0,41.3,40.1,42.9,2.66,56.8,10.5,43.1,1.2,39.6,6.9,49.9,10.9,56.8,44.6,89.4848,0.1656,2.8611,2.5575,3.4217
219.4,57,29,445.8,31765,7869,23.3,0,47,46,47.6,2.48,57.5,25.1,38.7,2.9,40.2,8.8,43.9,5.9,46.7,54,95.5304,0.2762,1.0923,0.3139,4.1026
187.5,583,258,429.4,39907,127780,22.1,62.60760682,36.9,35.8,38.3,2.53,50.3,15.8,36.4,5.3,31.9,13.1,55.1,6.1,58.1,37.9,81.4077,6.2857,4.389,2.2479,6.3879
179.5,68,31,388.4,37014,17290,20.4,0,34.9,33.8,35.7,2.81,53.3,29.3,29.9,2.9,34.9,4.6,56.5,9.3,51.1,39.7,66.3366,4.8703,0.5328,24.3572,5.6718
190.4,134,56,493.4,32101,16912,21.6,0,47.2,46.5,47.9,2.37,53.9,25.6,24.6,1.3,45.9,5.9,41.3,8.8,47.4,54,95.6904,0.4046,0.6039,0.1349,6.6271
171.7,81,36,408.4,30010,12456,24.4,0,48.5,47.4,50,2.4,55.4,13.1,42.2,5.4,35.4,9.5,42.4,7,48.5,54,96.7231,0.04,0.2398,0.2238,4.9617
218.7,255,116,494.4,40841,40144,23.1,0,39.7,38.3,41.1,2.43,50.8,18.9,31,2.4,37.7,12.6,,9.7,58.1,41.3,64.6667,32.7886,0.5562,0.219,5.4538
178.9,113,51,424,32975,16771,22,0,47.1,46.4,47.8,2.44,53.3,18.8,43,6.8,42.7,8.3,39.2,11.2,50.1,48.8,95.2476,0.8881,0.1706,0.8764,4.1538
173.1,756,303,430.3,45589,225477,19.3,372.543541,31.2,30.5,32,2.55,49,9.6,25.1,11.9,27.9,17.8,61.5,6.2,65.1,27.6,78.6857,3.3197,2.4696,9.4205,5.2728
201.4,406,174,473.3,42044,79161,19.4,12.63248317,36.2,35,37.2,2.55,53.8,11.8,24.3,6.3,37.6,11.7,52,7.1,61.2,37,91.1187,4.5906,0.5594,1.2548,5.4937
215.9,50,22,492.6,29969,6741,25.1,0,43.9,42,45.5,2.36,42.1,41.5,37.7,3.8,44.5,7.7,43.7,12.4,40,52.5,69.8554,26.765,1.1027,0.1432,5.8608
207.9,117,56,445.9,37080,21713,17.4,0,39.1,36.6,41.3,2.8,53.1,15.7,48.8,4.8,40.6,9.3,50.5,8.3,55.7,42.1,81.9647,2.7296,1.4976,12.1411,4.9568
147.7,6282,2236,413.4,76996,1638215,12.5,262.4808099,37.1,36.2,38.1,2.78,47.8,10.9,24.5,15.2,18.5,25,60.8,8.3,70.7,27.9,44.7045,11.6647,27.7009,8.2865,5.0147
166.6,279,105,469.8,54610,37001,12.9,0,50,47.9,52.6,2.36,52.2,21.5,38.2,2.6,27,14.7,39.3,14,69.7,44.7,86.5144,2.3111,1.4543,4.1195,3.6986
178.7,1296,500,489.2,42302,225411,21.9,70.98145166,36.8,35.2,39.1,2.55,42.4,8.5,25,7.9,22.6,17.5,48.9,12.1,58.5,42.3,83.3055,1.4328,4.3093,3.2786,5.5458
157.4,298,116,413.9,53321,44828,13.7,0,50.7,50,51.4,2.45,55.5,15,35.3,6.3,27.6,14.4,43,12.1,66.6,43.4,92.0544,0.583,0.898,1.1884,2.8514
153.3,84,32,400.2,48006,21482,14.3,0,34,33.1,35,3.04,55.1,14.2,41.9,2.7,21.7,11.4,55.3,10.4,48.9,42.3,85.0065,0.7057,1.9583,7.6136,6.6026
151.5,5182,1744,456.3,80338,1126745,10.5,332.817097,38.8,37.5,40.1,2.82,51.5,12.7,29.5,10.6,18.7,25.2,58.9,8.8,73.2,28.4,60.526,8.8807,15.2559,8.1368,5.1146
185.4,142,60,431.6,41419,27254,22.4,0,38.8,37.2,44.5,2.55,40.8,21.9,40.3,2.9,29.1,9.4,38.3,11.5,50.4,51.9,76.4647,2.8861,2.1592,4.1673,9.2786
151.5,1038,342,458.6,70235,184452,11.4,92.16489927,44.9,43.8,45.7,2.69,55.8,11.3,39.1,6.7,21.8,20.8,,11.1,74.8,31.5,86.7101,0.9808,3.9535,3.7426,4.7682
152.8,3367,1260,412.6,43338,974861,27.5,82.06298129,31.4,30.5,32.3,3.17,44.2,17.4,27.7,4.8,22.8,13,52.8,13.2,49.4,43.1,59.6239,5.0691,9.7726,20.2889,6.0044
165.2,135,51,443.4,43755,28017,17.1,0,37.2,35.6,38.5,2.92,51.4,23.6,27.2,5.5,29.6,10.7,49.2,12.6,52.7,41.2,85.2581,0.9669,2.4796,6.5646,6.1274
177.4,696,273,459.5,40581,135727,21,7.367730813,37.4,36.6,38.3,2.47,41.4,9.3,25.7,6.5,25.2,18.5,52.3,10.5,55.1,41.4,81.3284,1.2708,2.6386,3.5613,5.2406
130.3,606,207,387.9,38737,180191,23.6,0,32.2,31,33.6,3.61,44.2,23.6,27.5,2.7,21.9,9.9,43.9,17.4,45.1,43.4,70.8758,2.9023,1.5505,18.565,7.0225
170.7,187,79,414.6,38989,38033,19.9,0,39,38.5,40,2.46,45,12.4,30.4,6.3,37.8,11.8,46.3,11.7,65.2,40.2,71.5648,6.6941,0.9045,0.2514,5.803
